# コードＩＤ：CDAC0138  コード名：施設分野、業務内容コード  説明：国土交通省告示に基づく技術者資格評価業務（施設分野／業務）を示すコード。
# コードＩＤ,値,デコード文字列（上2桁）,デコード文字列（下2桁）
CDAC3290,13105,水系,一級水系 準用河川,後志利別川水系
CDAC3290,13106,水系,一級水系 準用河川,鵡川水系
CDAC3290,13107,水系,一級水系 準用河川,沙流川水系
CDAC3290,13108,水系,一級水系 準用河川,十勝川水系
CDAC3290,13109,水系,一級水系 準用河川,釧路川水系
CDAC3290,13110,水系,一級水系 準用河川,網走川水系
CDAC3290,13111,水系,一級水系 準用河川,常呂川水系
CDAC3290,13112,水系,一級水系 準用河川,湧別川水系
CDAC3290,13113,水系,一級水系 準用河川,渚滑川水系
CDAC3290,13201,水系,一級水系 準用河川,阿武隈川水系
CDAC3290,13202,水系,一級水系 準用河川,名取川水系
CDAC3290,13203,水系,一級水系 準用河川,鳴瀬川水系
CDAC3290,13204,水系,一級水系 準用河川,北上川水系
CDAC3290,13205,水系,一級水系 準用河川,馬淵川水系
CDAC3290,13206,水系,一級水系 準用河川,高瀬川水系
CDAC3290,13207,水系,一級水系 準用河川,岩木川水系
CDAC3290,13208,水系,一級水系 準用河川,米代川水系
CDAC3290,13209,水系,一級水系 準用河川,雄物川水系
CDAC3290,13210,水系,一級水系 準用河川,子吉川水系
CDAC3290,13211,水系,一級水系 準用河川,最上川水系
CDAC3290,13212,水系,一級水系 準用河川,赤川水系
CDAC3290,13301,水系,一級水系 準用河川,久慈川水系
CDAC3290,13302,水系,一級水系 準用河川,那珂川水系
CDAC3290,13303,水系,一級水系 準用河川,利根川水系
CDAC3290,13304,水系,一級水系 準用河川,荒川水系
CDAC3290,13305,水系,一級水系 準用河川,多摩川水系
CDAC3290,13306,水系,一級水系 準用河川,鶴見川水系
CDAC3290,13307,水系,一級水系 準用河川,相模川水系
CDAC3290,13308,水系,一級水系 準用河川,富士川水系
CDAC3290,13401,水系,一級水系 準用河川,荒川水系
CDAC3290,13402,水系,一級水系 準用河川,阿賀野川水系
CDAC3290,13403,水系,一級水系 準用河川,信濃川水系
CDAC3290,13404,水系,一級水系 準用河川,関川水系
CDAC3290,13405,水系,一級水系 準用河川,姫川水系
CDAC3290,13406,水系,一級水系 準用河川,黒部川水系
CDAC3290,13407,水系,一級水系 準用河川,常願寺川水系
CDAC3290,13408,水系,一級水系 準用河川,神通川水系
CDAC3290,13409,水系,一級水系 準用河川,庄川水系
CDAC3290,13410,水系,一級水系 準用河川,小矢部川水系
CDAC3290,13411,水系,一級水系 準用河川,手取川水系
CDAC3290,13412,水系,一級水系 準用河川,梯川水系
CDAC3290,13501,水系,一級水系 準用河川,狩野川水系
CDAC3290,13502,水系,一級水系 準用河川,安倍川水系
CDAC3290,13503,水系,一級水系 準用河川,大井川水系
CDAC3290,13504,水系,一級水系 準用河川,菊川水系
CDAC3290,13505,水系,一級水系 準用河川,天竜川水系
CDAC3290,13506,水系,一級水系 準用河川,豊川水系
CDAC3290,13507,水系,一級水系 準用河川,矢作川水系
CDAC3290,13508,水系,一級水系 準用河川,庄内川水系
CDAC3290,13509,水系,一級水系 準用河川,木曽川水系
CDAC3290,13510,水系,一級水系 準用河川,鈴鹿川水系
CDAC3290,13511,水系,一級水系 準用河川,雲出川水系
CDAC3290,13512,水系,一級水系 準用河川,櫛田川水系
CDAC3290,13513,水系,一級水系 準用河川,宮川水系
CDAC3290,13601,水系,一級水系 準用河川,新宮川水系
CDAC3290,13602,水系,一級水系 準用河川,紀の川水系
CDAC3290,13603,水系,一級水系 準用河川,大和川水系
CDAC3290,13604,水系,一級水系 準用河川,淀川水系
CDAC3290,13605,水系,一級水系 準用河川,加古川水系
CDAC3290,13606,水系,一級水系 準用河川,揖保川水系
CDAC3290,13607,水系,一級水系 準用河川,九頭竜川水系
CDAC3290,13608,水系,一級水系 準用河川,北川水系
CDAC3290,13609,水系,一級水系 準用河川,由良川水系
CDAC3290,13610,水系,一級水系 準用河川,円山川水系
CDAC3290,13701,水系,一級水系 準用河川,千代川水系
CDAC3290,13702,水系,一級水系 準用河川,天神川水系
CDAC3290,13703,水系,一級水系 準用河川,日野川水系
CDAC3290,13704,水系,一級水系 準用河川,斐伊川水系
CDAC3290,13705,水系,一級水系 準用河川,江の川水系
CDAC3290,13706,水系,一級水系 準用河川,高津川水系
CDAC3290,13707,水系,一級水系 準用河川,佐波川水系
CDAC3290,13708,水系,一級水系 準用河川,小瀬川水系
CDAC3290,13709,水系,一級水系 準用河川,太田川水系
CDAC3290,13710,水系,一級水系 準用河川,芦田川水系
CDAC3290,13711,水系,一級水系 準用河川,高梁川水系
CDAC3290,13712,水系,一級水系 準用河川,旭川水系
CDAC3290,13713,水系,一級水系 準用河川,吉井川水系
CDAC3290,13801,水系,一級水系 準用河川,重信川水系
CDAC3290,13802,水系,一級水系 準用河川,肱川水系
CDAC3290,13803,水系,一級水系 準用河川,渡川水系
CDAC3290,13804,水系,一級水系 準用河川,仁淀川水系
CDAC3290,13805,水系,一級水系 準用河川,物部川水系
CDAC3290,13806,水系,一級水系 準用河川,那賀川水系
CDAC3290,13807,水系,一級水系 準用河川,吉野川水系
CDAC3290,13808,水系,一級水系 準用河川,土器川水系
CDAC3290,13901,水系,一級水系 準用河川,遠賀川水系
CDAC3290,13902,水系,一級水系 準用河川,松浦川水系
CDAC3290,13903,水系,一級水系 準用河川,本明川水系
CDAC3290,13904,水系,一級水系 準用河川,六角川水系
CDAC3290,13905,水系,一級水系 準用河川,嘉瀬川水系
CDAC3290,13906,水系,一級水系 準用河川,筑後川水系
CDAC3290,13907,水系,一級水系 準用河川,矢部川水系
CDAC3290,13908,水系,一級水系 準用河川,菊池川水系
CDAC3290,13909,水系,一級水系 準用河川,白川水系
CDAC3290,13910,水系,一級水系 準用河川,緑川水系
CDAC3290,13911,水系,一級水系 準用河川,球磨川水系
CDAC3290,13912,水系,一級水系 準用河川,川内川水系
CDAC3290,13913,水系,一級水系 準用河川,肝属川水系
CDAC3290,13914,水系,一級水系 準用河川,大淀川水系
CDAC3290,13915,水系,一級水系 準用河川,小丸川水系
CDAC3290,13916,水系,一級水系 準用河川,五ヶ瀬川水系
CDAC3290,13917,水系,一級水系 準用河川,番匠川水系
CDAC3290,13918,水系,一級水系 準用河川,大野川水系
CDAC3290,13919,水系,一級水系 準用河川,大分川水系
CDAC3290,13920,水系,一級水系 準用河川,山国川水系
CDAC3290,14101,水系,一級水系 普通河川,天塩川水系
CDAC3290,14102,水系,一級水系 普通河川,留萌川水系
CDAC3290,14103,水系,一級水系 普通河川,石狩川水系
CDAC3290,14104,水系,一級水系 普通河川,尻別川水系
CDAC3290,14105,水系,一級水系 普通河川,後志利別川水系
CDAC3290,14106,水系,一級水系 普通河川,鵡川水系
CDAC3290,14107,水系,一級水系 普通河川,沙流川水系
CDAC3290,14108,水系,一級水系 普通河川,十勝川水系
CDAC3290,14109,水系,一級水系 普通河川,釧路川水系
CDAC3290,14110,水系,一級水系 普通河川,網走川水系
CDAC3290,14111,水系,一級水系 普通河川,常呂川水系
CDAC3290,14112,水系,一級水系 普通河川,湧別川水系
CDAC3290,14113,水系,一級水系 普通河川,渚滑川水系
CDAC3290,14201,水系,一級水系 普通河川,阿武隈川水系
CDAC3290,14202,水系,一級水系 普通河川,名取川水系
CDAC3290,14203,水系,一級水系 普通河川,鳴瀬川水系
CDAC3290,14204,水系,一級水系 普通河川,北上川水系
CDAC3290,14205,水系,一級水系 普通河川,馬淵川水系
CDAC3290,14206,水系,一級水系 普通河川,高瀬川水系
CDAC3290,14207,水系,一級水系 普通河川,岩木川水系
CDAC3290,14208,水系,一級水系 普通河川,米代川水系
CDAC3290,14209,水系,一級水系 普通河川,雄物川水系
CDAC3290,14210,水系,一級水系 普通河川,子吉川水系
CDAC3290,14211,水系,一級水系 普通河川,最上川水系
CDAC3290,14212,水系,一級水系 普通河川,赤川水系
CDAC3290,14301,水系,一級水系 普通河川,久慈川水系
CDAC3290,14302,水系,一級水系 普通河川,那珂川水系
CDAC3290,14303,水系,一級水系 普通河川,利根川水系
CDAC3290,14304,水系,一級水系 普通河川,荒川水系
CDAC3290,14305,水系,一級水系 普通河川,多摩川水系
CDAC3290,14306,水系,一級水系 普通河川,鶴見川水系
CDAC3290,14307,水系,一級水系 普通河川,相模川水系
CDAC3290,14308,水系,一級水系 普通河川,富士川水系
CDAC3290,14401,水系,一級水系 普通河川,荒川水系
CDAC3290,14402,水系,一級水系 普通河川,阿賀野川水系
CDAC3290,14403,水系,一級水系 普通河川,信濃川水系
CDAC3290,14404,水系,一級水系 普通河川,関川水系
CDAC3290,14405,水系,一級水系 普通河川,姫川水系
CDAC3290,14406,水系,一級水系 普通河川,黒部川水系
CDAC3290,14407,水系,一級水系 普通河川,常願寺川水系
CDAC3290,14408,水系,一級水系 普通河川,神通川水系
CDAC3290,14409,水系,一級水系 普通河川,庄川水系
CDAC3290,14410,水系,一級水系 普通河川,小矢部川水系
CDAC3290,14411,水系,一級水系 普通河川,手取川水系
CDAC3290,14412,水系,一級水系 普通河川,梯川水系
CDAC3290,14501,水系,一級水系 普通河川,狩野川水系
CDAC3290,14502,水系,一級水系 普通河川,安倍川水系
CDAC3290,14503,水系,一級水系 普通河川,大井川水系
CDAC3290,14504,水系,一級水系 普通河川,菊川水系
CDAC3290,14505,水系,一級水系 普通河川,天竜川水系
CDAC3290,14506,水系,一級水系 普通河川,豊川水系
CDAC3290,14507,水系,一級水系 普通河川,矢作川水系
CDAC3290,14508,水系,一級水系 普通河川,庄内川水系
CDAC3290,14509,水系,一級水系 普通河川,木曽川水系
CDAC3290,14510,水系,一級水系 普通河川,鈴鹿川水系
CDAC3290,14511,水系,一級水系 普通河川,雲出川水系
CDAC3290,14512,水系,一級水系 普通河川,櫛田川水系
CDAC3290,14513,水系,一級水系 普通河川,宮川水系
CDAC3290,14601,水系,一級水系 普通河川,新宮川水系
CDAC3290,14602,水系,一級水系 普通河川,紀の川水系
CDAC3290,14603,水系,一級水系 普通河川,大和川水系
CDAC3290,14604,水系,一級水系 普通河川,淀川水系
CDAC3290,14605,水系,一級水系 普通河川,加古川水系
CDAC3290,14606,水系,一級水系 普通河川,揖保川水系
CDAC3290,14607,水系,一級水系 普通河川,九頭竜川水系
CDAC3290,14608,水系,一級水系 普通河川,北川水系
CDAC3290,14609,水系,一級水系 普通河川,由良川水系
CDAC3290,14610,水系,一級水系 普通河川,円山川水系
CDAC3290,14701,水系,一級水系 普通河川,千代川水系
CDAC3290,14702,水系,一級水系 普通河川,天神川水系
CDAC3290,14703,水系,一級水系 普通河川,日野川水系
CDAC3290,14704,水系,一級水系 普通河川,斐伊川水系
CDAC3290,14705,水系,一級水系 普通河川,江の川水系
CDAC3290,14706,水系,一級水系 普通河川,高津川水系
CDAC3290,14707,水系,一級水系 普通河川,佐波川水系
CDAC3290,14708,水系,一級水系 普通河川,小瀬川水系
CDAC3290,14709,水系,一級水系 普通河川,太田川水系
CDAC3290,14710,水系,一級水系 普通河川,芦田川水系
CDAC3290,14711,水系,一級水系 普通河川,高梁川水系
CDAC3290,14712,水系,一級水系 普通河川,旭川水系
CDAC3290,14713,水系,一級水系 普通河川,吉井川水系
CDAC3290,14801,水系,一級水系 普通河川,重信川水系
CDAC3290,14802,水系,一級水系 普通河川,肱川水系
CDAC3290,14803,水系,一級水系 普通河川,渡川水系
CDAC3290,14804,水系,一級水系 普通河川,仁淀川水系
CDAC3290,14805,水系,一級水系 普通河川,物部川水系
CDAC3290,14806,水系,一級水系 普通河川,那賀川水系
CDAC3290,14807,水系,一級水系 普通河川,吉野川水系
CDAC3290,14808,水系,一級水系 普通河川,土器川水系
CDAC3290,14901,水系,一級水系 普通河川,遠賀川水系
CDAC3290,14902,水系,一級水系 普通河川,松浦川水系
CDAC3290,14903,水系,一級水系 普通河川,本明川水系
CDAC3290,14904,水系,一級水系 普通河川,六角川水系
CDAC3290,14905,水系,一級水系 普通河川,嘉瀬川水系
CDAC3290,14906,水系,一級水系 普通河川,筑後川水系
CDAC3290,14907,水系,一級水系 普通河川,矢部川水系
CDAC3290,14908,水系,一級水系 普通河川,菊池川水系
CDAC3290,14909,水系,一級水系 普通河川,白川水系
CDAC3290,14910,水系,一級水系 普通河川,緑川水系
CDAC3290,14911,水系,一級水系 普通河川,球磨川水系
CDAC3290,14912,水系,一級水系 普通河川,川内川水系
CDAC3290,14913,水系,一級水系 普通河川,肝属川水系
CDAC3290,14914,水系,一級水系 普通河川,大淀川水系
CDAC3290,14915,水系,一級水系 普通河川,小丸川水系
CDAC3290,14916,水系,一級水系 普通河川,五ヶ瀬川水系
CDAC3290,14917,水系,一級水系 普通河川,番匠川水系
CDAC3290,14918,水系,一級水系 普通河川,大野川水系
CDAC3290,14919,水系,一級水系 普通河川,大分川水系
CDAC3290,14920,水系,一級水系 普通河川,山国川水系
CDAC3290,15000,水系,二級水系 二級河川,
CDAC3290,16000,水系,二級水系 準用河川,
CDAC3290,17000,水系,二級水系 普通河川,
CDAC3290,18000,水系,その他の水系 準用河川,
CDAC3290,19000,水系,その他の水系 普通河川,
CDAC3290,21001,路線,高規格幹線道路,北海道縦貫自動車道
CDAC3290,21002,路線,高規格幹線道路,北海道横断自動車道 根室線
CDAC3290,21003,路線,高規格幹線道路,北海道横断自動車道 網走線
CDAC3290,21051,路線,高規格幹線道路,日高自動車道
CDAC3290,21052,路線,高規格幹線道路,深川・留萌自動車道
CDAC3290,21053,路線,高規格幹線道路,旭川・紋別自動車道
CDAC3290,21054,路線,高規格幹線道路,帯広・広尾自動車道
CDAC3290,21055,路線,高規格幹線道路,函館・江差自動車道
CDAC3290,21101,路線,高規格幹線道路,東北縦貫自動車道 弘前線
CDAC3290,21102,路線,高規格幹線道路,東北縦貫自動車道 八戸線
CDAC3290,21103,路線,高規格幹線道路,東北横断自動車道 釜石秋田線
CDAC3290,21104,路線,高規格幹線道路,東北横断自動車道 酒田線
CDAC3290,21105,路線,高規格幹線道路,東北横断自動車道 いわき新潟線
CDAC3290,21106,路線,高規格幹線道路,日本海沿岸東北自動車道
CDAC3290,21107,路線,高規格幹線道路,東北中央自動車道
CDAC3290,21151,路線,高規格幹線道路,津軽自動車道
CDAC3290,21152,路線,高規格幹線道路,三陸縦貫自動車道
CDAC3290,21153,路線,高規格幹線道路,八戸・久慈自動車道
CDAC3290,21201,路線,高規格幹線道路,関越自動車道 新潟線
CDAC3290,21202,路線,高規格幹線道路,関越自動車道 上越線
CDAC3290,21203,路線,高規格幹線道路,常磐自動車道
CDAC3290,21204,路線,高規格幹線道路,東関東自動車道 館山線
CDAC3290,21205,路線,高規格幹線道路,東関東自動車道 水戸線
CDAC3290,21206,路線,高規格幹線道路,北関東自動車道
CDAC3290,21207,路線,高規格幹線道路,新東京国際空港線
CDAC3290,21251,路線,高規格幹線道路,首都圏中央連絡自動車道
CDAC3290,21252,路線,高規格幹線道路,東京湾岸道路
CDAC3290,21253,路線,高規格幹線道路,東京外郭環状道路
CDAC3290,21254,路線,高規格幹線道路,東京湾横断道路
CDAC3290,21301,路線,高規格幹線道路,中央自動車道 富士吉田線
CDAC3290,21302,路線,高規格幹線道路,中央自動車道 西宮線
CDAC3290,21303,路線,高規格幹線道路,中央自動車道 長野線
CDAC3290,21304,路線,高規格幹線道路,第一東海自動車道
